star_id,cluster,star_id_base,subtipo_rrlyrae
OGLEIII_OGLE-LMC-RRLYR-11058,1,OGLE-LMC-RRLYR-11058,RRab
OGLEIII_OGLE-LMC-RRLYR-11059,2,OGLE-LMC-RRLYR-11059,RRc
OGLEIII_OGLE-LMC-RRLYR-11060,4,OGLE-LMC-RRLYR-11060,RRab
OGLEIII_OGLE-LMC-RRLYR-11061,6,OGLE-LMC-RRLYR-11061,RRe
OGLEIII_OGLE-LMC-RRLYR-11062,4,OGLE-LMC-RRLYR-11062,RRab
OGLEIII_OGLE-LMC-RRLYR-11063,2,OGLE-LMC-RRLYR-11063,RRc
OGLEIII_OGLE-LMC-RRLYR-11064,4,OGLE-LMC-RRLYR-11064,RRab
OGLEIII_OGLE-LMC-RRLYR-11065,4,OGLE-LMC-RRLYR-11065,RRab
OGLEIII_OGLE-LMC-RRLYR-11066,2,OGLE-LMC-RRLYR-11066,RRe
OGLEIII_OGLE-LMC-RRLYR-11067,1,OGLE-LMC-RRLYR-11067,RRab
OGLEIII_OGLE-LMC-RRLYR-11068,5,OGLE-LMC-RRLYR-11068,RRab
OGLEIII_OGLE-LMC-RRLYR-11069,3,OGLE-LMC-RRLYR-11069,RRab
OGLEIII_OGLE-LMC-RRLYR-11070,2,OGLE-LMC-RRLYR-11070,RRc
OGLEIII_OGLE-LMC-RRLYR-11071,4,OGLE-LMC-RRLYR-11071,RRab
OGLEIII_OGLE-LMC-RRLYR-11072,2,OGLE-LMC-RRLYR-11072,RRc
OGLEIII_OGLE-LMC-RRLYR-11074,1,OGLE-LMC-RRLYR-11074,RRab
OGLEIII_OGLE-LMC-RRLYR-11075,1,OGLE-LMC-RRLYR-11075,RRab
OGLEIII_OGLE-LMC-RRLYR-11076,1,OGLE-LMC-RRLYR-11076,RRab
OGLEIII_OGLE-LMC-RRLYR-11077,2,OGLE-LMC-RRLYR-11077,RRc
OGLEIII_OGLE-LMC-RRLYR-11078,1,OGLE-LMC-RRLYR-11078,RRab
OGLEIII_OGLE-LMC-RRLYR-11079,1,OGLE-LMC-RRLYR-11079,RRab
OGLEIII_OGLE-LMC-RRLYR-11080,2,OGLE-LMC-RRLYR-11080,RRc
OGLEIII_OGLE-LMC-RRLYR-11081,5,OGLE-LMC-RRLYR-11081,RRab
OGLEIII_OGLE-LMC-RRLYR-11082,1,OGLE-LMC-RRLYR-11082,RRab
OGLEIII_OGLE-LMC-RRLYR-11083,4,OGLE-LMC-RRLYR-11083,RRab
OGLEIII_OGLE-LMC-RRLYR-11084,4,OGLE-LMC-RRLYR-11084,RRab
OGLEIII_OGLE-LMC-RRLYR-11085,3,OGLE-LMC-RRLYR-11085,RRab
OGLEIII_OGLE-LMC-RRLYR-11086,1,OGLE-LMC-RRLYR-11086,RRab
OGLEIII_OGLE-LMC-RRLYR-11087,6,OGLE-LMC-RRLYR-11087,RRc
OGLEIII_OGLE-LMC-RRLYR-11088,4,OGLE-LMC-RRLYR-11088,RRab
OGLEIII_OGLE-LMC-RRLYR-11089,2,OGLE-LMC-RRLYR-11089,RRd
OGLEIII_OGLE-LMC-RRLYR-11090,1,OGLE-LMC-RRLYR-11090,RRab
OGLEIII_OGLE-LMC-RRLYR-11092,4,OGLE-LMC-RRLYR-11092,RRab
OGLEIII_OGLE-LMC-RRLYR-11093,4,OGLE-LMC-RRLYR-11093,RRab
OGLEIII_OGLE-LMC-RRLYR-11094,1,OGLE-LMC-RRLYR-11094,RRab
OGLEIII_OGLE-LMC-RRLYR-11095,6,OGLE-LMC-RRLYR-11095,RRc
OGLEIII_OGLE-LMC-RRLYR-11096,5,OGLE-LMC-RRLYR-11096,RRab
OGLEIII_OGLE-LMC-RRLYR-11097,5,OGLE-LMC-RRLYR-11097,RRab
OGLEIII_OGLE-LMC-RRLYR-11098,4,OGLE-LMC-RRLYR-11098,RRab
OGLEIII_OGLE-LMC-RRLYR-11099,2,OGLE-LMC-RRLYR-11099,RRc
OGLEIII_OGLE-LMC-RRLYR-11100,5,OGLE-LMC-RRLYR-11100,RRab
OGLEIII_OGLE-LMC-RRLYR-11103,1,OGLE-LMC-RRLYR-11103,RRab
OGLEIII_OGLE-LMC-RRLYR-11104,4,OGLE-LMC-RRLYR-11104,RRab
OGLEIII_OGLE-LMC-RRLYR-11105,1,OGLE-LMC-RRLYR-11105,RRab
OGLEIII_OGLE-LMC-RRLYR-11107,5,OGLE-LMC-RRLYR-11107,RRab
OGLEIII_OGLE-LMC-RRLYR-11108,3,OGLE-LMC-RRLYR-11108,RRab
OGLEIII_OGLE-LMC-RRLYR-11111,3,OGLE-LMC-RRLYR-11111,RRab
OGLEIII_OGLE-LMC-RRLYR-11112,6,OGLE-LMC-RRLYR-11112,RRc
OGLEIII_OGLE-LMC-RRLYR-11115,4,OGLE-LMC-RRLYR-11115,RRab
OGLEIII_OGLE-LMC-RRLYR-11117,4,OGLE-LMC-RRLYR-11117,RRab
OGLEIII_OGLE-LMC-RRLYR-11118,1,OGLE-LMC-RRLYR-11118,RRab
OGLEIII_OGLE-LMC-RRLYR-11119,2,OGLE-LMC-RRLYR-11119,RRc
OGLEIII_OGLE-LMC-RRLYR-11123,4,OGLE-LMC-RRLYR-11123,RRab
OGLEIII_OGLE-LMC-RRLYR-11124,4,OGLE-LMC-RRLYR-11124,RRab
OGLEIII_OGLE-LMC-RRLYR-11126,3,OGLE-LMC-RRLYR-11126,RRab
OGLEIII_OGLE-LMC-RRLYR-11127,2,OGLE-LMC-RRLYR-11127,RRc
OGLEIII_OGLE-LMC-RRLYR-11128,1,OGLE-LMC-RRLYR-11128,RRab
OGLEIII_OGLE-LMC-RRLYR-11129,1,OGLE-LMC-RRLYR-11129,RRab
OGLEIII_OGLE-LMC-RRLYR-11142,1,OGLE-LMC-RRLYR-11142,RRab
OGLEIII_OGLE-LMC-RRLYR-11145,5,OGLE-LMC-RRLYR-11145,RRab
OGLEIII_OGLE-LMC-RRLYR-11151,2,OGLE-LMC-RRLYR-11151,RRc
OGLEIII_OGLE-LMC-RRLYR-11152,1,OGLE-LMC-RRLYR-11152,RRab
OGLEIII_OGLE-LMC-RRLYR-11154,6,OGLE-LMC-RRLYR-11154,RRc
OGLEIII_OGLE-LMC-RRLYR-11158,4,OGLE-LMC-RRLYR-11158,RRab
OGLEIII_OGLE-LMC-RRLYR-11159,6,OGLE-LMC-RRLYR-11159,RRc
OGLEIII_OGLE-LMC-RRLYR-11163,1,OGLE-LMC-RRLYR-11163,RRab
OGLEIII_OGLE-LMC-RRLYR-11164,1,OGLE-LMC-RRLYR-11164,RRab
OGLEIII_OGLE-LMC-RRLYR-11165,4,OGLE-LMC-RRLYR-11165,RRab
OGLEIII_OGLE-LMC-RRLYR-11167,4,OGLE-LMC-RRLYR-11167,RRab
OGLEIII_OGLE-LMC-RRLYR-11168,1,OGLE-LMC-RRLYR-11168,RRab
OGLEIII_OGLE-LMC-RRLYR-11169,2,OGLE-LMC-RRLYR-11169,RRe
OGLEIII_OGLE-LMC-RRLYR-11171,4,OGLE-LMC-RRLYR-11171,RRab
OGLEIII_OGLE-LMC-RRLYR-11172,1,OGLE-LMC-RRLYR-11172,RRab
OGLEIII_OGLE-LMC-RRLYR-11173,4,OGLE-LMC-RRLYR-11173,RRab
OGLEIII_OGLE-LMC-RRLYR-11174,2,OGLE-LMC-RRLYR-11174,RRc
OGLEIII_OGLE-LMC-RRLYR-11175,4,OGLE-LMC-RRLYR-11175,RRab
OGLEIII_OGLE-LMC-RRLYR-11176,1,OGLE-LMC-RRLYR-11176,RRab
OGLEIII_OGLE-LMC-RRLYR-11177,4,OGLE-LMC-RRLYR-11177,RRab
OGLEIII_OGLE-LMC-RRLYR-11178,2,OGLE-LMC-RRLYR-11178,RRc
OGLEIII_OGLE-LMC-RRLYR-11179,2,OGLE-LMC-RRLYR-11179,RRe
OGLEIII_OGLE-LMC-RRLYR-11180,3,OGLE-LMC-RRLYR-11180,RRab
OGLEIII_OGLE-LMC-RRLYR-11181,3,OGLE-LMC-RRLYR-11181,RRab
OGLEIII_OGLE-LMC-RRLYR-11182,2,OGLE-LMC-RRLYR-11182,RRe
OGLEIII_OGLE-LMC-RRLYR-11183,4,OGLE-LMC-RRLYR-11183,RRab
OGLEIII_OGLE-LMC-RRLYR-11184,4,OGLE-LMC-RRLYR-11184,RRab
OGLEIII_OGLE-LMC-RRLYR-11185,1,OGLE-LMC-RRLYR-11185,RRab
OGLEIII_OGLE-LMC-RRLYR-11186,5,OGLE-LMC-RRLYR-11186,RRab
OGLEIII_OGLE-LMC-RRLYR-11187,4,OGLE-LMC-RRLYR-11187,RRab
OGLEIII_OGLE-LMC-RRLYR-11188,2,OGLE-LMC-RRLYR-11188,RRc
OGLEIII_OGLE-LMC-RRLYR-11189,1,OGLE-LMC-RRLYR-11189,RRab
OGLEIII_OGLE-LMC-RRLYR-11190,2,OGLE-LMC-RRLYR-11190,RRc
OGLEIII_OGLE-LMC-RRLYR-11191,2,OGLE-LMC-RRLYR-11191,RRab
OGLEIII_OGLE-LMC-RRLYR-11192,1,OGLE-LMC-RRLYR-11192,RRab
OGLEIII_OGLE-LMC-RRLYR-11193,3,OGLE-LMC-RRLYR-11193,RRab
OGLEIII_OGLE-LMC-RRLYR-11194,2,OGLE-LMC-RRLYR-11194,RRc
OGLEIII_OGLE-LMC-RRLYR-11195,2,OGLE-LMC-RRLYR-11195,RRc
OGLEIII_OGLE-LMC-RRLYR-11196,4,OGLE-LMC-RRLYR-11196,RRab
OGLEIII_OGLE-LMC-RRLYR-11197,6,OGLE-LMC-RRLYR-11197,RRc
OGLEIII_OGLE-LMC-RRLYR-11198,1,OGLE-LMC-RRLYR-11198,RRab
OGLEIII_OGLE-LMC-RRLYR-11199,2,OGLE-LMC-RRLYR-11199,RRc
OGLEIII_OGLE-LMC-RRLYR-11200,3,OGLE-LMC-RRLYR-11200,RRab
OGLEIII_OGLE-LMC-RRLYR-11201,1,OGLE-LMC-RRLYR-11201,RRab
OGLEIII_OGLE-LMC-RRLYR-11202,3,OGLE-LMC-RRLYR-11202,RRab
OGLEIII_OGLE-LMC-RRLYR-11203,3,OGLE-LMC-RRLYR-11203,RRab
OGLEIII_OGLE-LMC-RRLYR-11204,4,OGLE-LMC-RRLYR-11204,RRab
OGLEIII_OGLE-LMC-RRLYR-11205,1,OGLE-LMC-RRLYR-11205,RRab
OGLEIII_OGLE-LMC-RRLYR-11206,3,OGLE-LMC-RRLYR-11206,RRab
OGLEIII_OGLE-LMC-RRLYR-11207,3,OGLE-LMC-RRLYR-11207,RRab
OGLEIII_OGLE-LMC-RRLYR-11208,6,OGLE-LMC-RRLYR-11208,RRc
OGLEIII_OGLE-LMC-RRLYR-11209,2,OGLE-LMC-RRLYR-11209,RRc
OGLEIII_OGLE-LMC-RRLYR-11210,5,OGLE-LMC-RRLYR-11210,RRab
OGLEIII_OGLE-LMC-RRLYR-11211,1,OGLE-LMC-RRLYR-11211,RRab
OGLEIII_OGLE-LMC-RRLYR-11212,6,OGLE-LMC-RRLYR-11212,RRc
OGLEIII_OGLE-LMC-RRLYR-11213,1,OGLE-LMC-RRLYR-11213,RRab
OGLEIII_OGLE-LMC-RRLYR-11214,6,OGLE-LMC-RRLYR-11214,RRc
OGLEIII_OGLE-LMC-RRLYR-11215,1,OGLE-LMC-RRLYR-11215,RRab
OGLEIII_OGLE-LMC-RRLYR-11216,3,OGLE-LMC-RRLYR-11216,RRd
OGLEIII_OGLE-LMC-RRLYR-11217,1,OGLE-LMC-RRLYR-11217,RRab
OGLEIII_OGLE-LMC-RRLYR-11218,1,OGLE-LMC-RRLYR-11218,RRab
OGLEIII_OGLE-LMC-RRLYR-11219,1,OGLE-LMC-RRLYR-11219,RRab
OGLEIII_OGLE-LMC-RRLYR-11220,4,OGLE-LMC-RRLYR-11220,RRab
OGLEIII_OGLE-LMC-RRLYR-11221,2,OGLE-LMC-RRLYR-11221,RRc
OGLEIII_OGLE-LMC-RRLYR-11222,1,OGLE-LMC-RRLYR-11222,RRab
OGLEIII_OGLE-LMC-RRLYR-11223,6,OGLE-LMC-RRLYR-11223,RRc
OGLEIII_OGLE-LMC-RRLYR-11224,6,OGLE-LMC-RRLYR-11224,RRc
OGLEIII_OGLE-LMC-RRLYR-11225,3,OGLE-LMC-RRLYR-11225,RRab
OGLEIII_OGLE-LMC-RRLYR-11226,1,OGLE-LMC-RRLYR-11226,RRab
OGLEIII_OGLE-LMC-RRLYR-11227,2,OGLE-LMC-RRLYR-11227,RRc
OGLEIII_OGLE-LMC-RRLYR-11228,3,OGLE-LMC-RRLYR-11228,RRab
OGLEIII_OGLE-LMC-RRLYR-11229,5,OGLE-LMC-RRLYR-11229,RRab
OGLEIII_OGLE-LMC-RRLYR-11230,1,OGLE-LMC-RRLYR-11230,RRab
OGLEIII_OGLE-LMC-RRLYR-11231,6,OGLE-LMC-RRLYR-11231,RRc
OGLEIII_OGLE-LMC-RRLYR-11232,4,OGLE-LMC-RRLYR-11232,RRab
OGLEIII_OGLE-LMC-RRLYR-11233,1,OGLE-LMC-RRLYR-11233,RRab
OGLEIII_OGLE-LMC-RRLYR-11234,4,OGLE-LMC-RRLYR-11234,RRab
OGLEIII_OGLE-LMC-RRLYR-11235,2,OGLE-LMC-RRLYR-11235,RRab
OGLEIII_OGLE-LMC-RRLYR-11236,5,OGLE-LMC-RRLYR-11236,RRab
OGLEIII_OGLE-LMC-RRLYR-11237,1,OGLE-LMC-RRLYR-11237,RRab
OGLEIII_OGLE-LMC-RRLYR-11238,6,OGLE-LMC-RRLYR-11238,RRc
OGLEIII_OGLE-LMC-RRLYR-11239,4,OGLE-LMC-RRLYR-11239,RRab
OGLEIII_OGLE-LMC-RRLYR-11240,5,OGLE-LMC-RRLYR-11240,RRab
OGLEIII_OGLE-LMC-RRLYR-11241,4,OGLE-LMC-RRLYR-11241,RRab
OGLEIII_OGLE-LMC-RRLYR-11242,3,OGLE-LMC-RRLYR-11242,RRab
OGLEIII_OGLE-LMC-RRLYR-11243,1,OGLE-LMC-RRLYR-11243,RRab
OGLEIII_OGLE-LMC-RRLYR-11244,6,OGLE-LMC-RRLYR-11244,RRc
OGLEIII_OGLE-LMC-RRLYR-11245,2,OGLE-LMC-RRLYR-11245,RRab
OGLEIII_OGLE-LMC-RRLYR-11246,2,OGLE-LMC-RRLYR-11246,RRab
OGLEIII_OGLE-LMC-RRLYR-11247,4,OGLE-LMC-RRLYR-11247,RRab
OGLEIII_OGLE-LMC-RRLYR-11248,2,OGLE-LMC-RRLYR-11248,RRc
OGLEIII_OGLE-LMC-RRLYR-11249,2,OGLE-LMC-RRLYR-11249,RRc
OGLEIII_OGLE-LMC-RRLYR-11250,2,OGLE-LMC-RRLYR-11250,RRab
OGLEIII_OGLE-LMC-RRLYR-11251,1,OGLE-LMC-RRLYR-11251,RRab
OGLEIII_OGLE-LMC-RRLYR-11252,1,OGLE-LMC-RRLYR-11252,RRab
OGLEIII_OGLE-LMC-RRLYR-11253,5,OGLE-LMC-RRLYR-11253,RRab
OGLEIII_OGLE-LMC-RRLYR-11254,6,OGLE-LMC-RRLYR-11254,RRc
OGLEIII_OGLE-LMC-RRLYR-11255,4,OGLE-LMC-RRLYR-11255,RRab
OGLEIII_OGLE-LMC-RRLYR-11256,2,OGLE-LMC-RRLYR-11256,RRab
OGLEIII_OGLE-LMC-RRLYR-11257,4,OGLE-LMC-RRLYR-11257,RRab
OGLEIII_OGLE-LMC-RRLYR-11258,1,OGLE-LMC-RRLYR-11258,RRab
OGLEIII_OGLE-LMC-RRLYR-11259,4,OGLE-LMC-RRLYR-11259,RRab
OGLEIII_OGLE-LMC-RRLYR-11260,1,OGLE-LMC-RRLYR-11260,RRab
OGLEIII_OGLE-LMC-RRLYR-11261,3,OGLE-LMC-RRLYR-11261,RRab
OGLEIII_OGLE-LMC-RRLYR-11262,2,OGLE-LMC-RRLYR-11262,RRc
OGLEIII_OGLE-LMC-RRLYR-11263,4,OGLE-LMC-RRLYR-11263,RRab
OGLEIII_OGLE-LMC-RRLYR-11264,3,OGLE-LMC-RRLYR-11264,RRab
OGLEIII_OGLE-LMC-RRLYR-11265,1,OGLE-LMC-RRLYR-11265,RRab
OGLEIII_OGLE-LMC-RRLYR-11266,4,OGLE-LMC-RRLYR-11266,RRab
OGLEIII_OGLE-LMC-RRLYR-11267,4,OGLE-LMC-RRLYR-11267,RRab
OGLEIII_OGLE-LMC-RRLYR-11268,3,OGLE-LMC-RRLYR-11268,RRab
OGLEIII_OGLE-LMC-RRLYR-11269,1,OGLE-LMC-RRLYR-11269,RRab
OGLEIII_OGLE-LMC-RRLYR-11270,5,OGLE-LMC-RRLYR-11270,RRab
OGLEIII_OGLE-LMC-RRLYR-11271,2,OGLE-LMC-RRLYR-11271,RRc
OGLEIII_OGLE-LMC-RRLYR-11272,2,OGLE-LMC-RRLYR-11272,RRd
OGLEIII_OGLE-LMC-RRLYR-11273,4,OGLE-LMC-RRLYR-11273,RRab
OGLEIII_OGLE-LMC-RRLYR-11274,4,OGLE-LMC-RRLYR-11274,RRab
OGLEIII_OGLE-LMC-RRLYR-11275,6,OGLE-LMC-RRLYR-11275,RRc
OGLEIII_OGLE-LMC-RRLYR-11276,5,OGLE-LMC-RRLYR-11276,RRab
OGLEIII_OGLE-LMC-RRLYR-11277,5,OGLE-LMC-RRLYR-11277,RRab
OGLEIII_OGLE-LMC-RRLYR-11278,6,OGLE-LMC-RRLYR-11278,RRc
OGLEIII_OGLE-LMC-RRLYR-11279,4,OGLE-LMC-RRLYR-11279,RRab
OGLEIII_OGLE-LMC-RRLYR-11280,2,OGLE-LMC-RRLYR-11280,RRab
OGLEIII_OGLE-LMC-RRLYR-11281,4,OGLE-LMC-RRLYR-11281,RRab
OGLEIII_OGLE-LMC-RRLYR-11282,1,OGLE-LMC-RRLYR-11282,RRab
OGLEIII_OGLE-LMC-RRLYR-11283,1,OGLE-LMC-RRLYR-11283,RRab
OGLEIII_OGLE-LMC-RRLYR-11284,1,OGLE-LMC-RRLYR-11284,RRab
OGLEIII_OGLE-LMC-RRLYR-11285,1,OGLE-LMC-RRLYR-11285,RRab
OGLEIII_OGLE-LMC-RRLYR-11286,1,OGLE-LMC-RRLYR-11286,RRab
OGLEIII_OGLE-LMC-RRLYR-11287,2,OGLE-LMC-RRLYR-11287,RRe
OGLEIII_OGLE-LMC-RRLYR-11288,1,OGLE-LMC-RRLYR-11288,RRab
OGLEIII_OGLE-LMC-RRLYR-11289,5,OGLE-LMC-RRLYR-11289,RRab
OGLEIII_OGLE-LMC-RRLYR-11290,3,OGLE-LMC-RRLYR-11290,RRab
OGLEIII_OGLE-LMC-RRLYR-11291,2,OGLE-LMC-RRLYR-11291,RRab
OGLEIII_OGLE-LMC-RRLYR-11292,1,OGLE-LMC-RRLYR-11292,RRab
OGLEIII_OGLE-LMC-RRLYR-11293,4,OGLE-LMC-RRLYR-11293,RRab
OGLEIII_OGLE-LMC-RRLYR-11294,1,OGLE-LMC-RRLYR-11294,RRab
OGLEIII_OGLE-LMC-RRLYR-11295,3,OGLE-LMC-RRLYR-11295,RRab
OGLEIII_OGLE-LMC-RRLYR-11296,1,OGLE-LMC-RRLYR-11296,RRab
OGLEIII_OGLE-LMC-RRLYR-11297,3,OGLE-LMC-RRLYR-11297,RRc
OGLEIII_OGLE-LMC-RRLYR-11298,4,OGLE-LMC-RRLYR-11298,RRab
OGLEIII_OGLE-LMC-RRLYR-11299,6,OGLE-LMC-RRLYR-11299,RRc
OGLEIII_OGLE-LMC-RRLYR-11300,6,OGLE-LMC-RRLYR-11300,RRc
OGLEIII_OGLE-LMC-RRLYR-11301,4,OGLE-LMC-RRLYR-11301,RRab
OGLEIII_OGLE-LMC-RRLYR-11302,6,OGLE-LMC-RRLYR-11302,RRc
OGLEIII_OGLE-LMC-RRLYR-11303,1,OGLE-LMC-RRLYR-11303,RRab
OGLEIII_OGLE-LMC-RRLYR-11304,5,OGLE-LMC-RRLYR-11304,RRc
OGLEIII_OGLE-LMC-RRLYR-11305,2,OGLE-LMC-RRLYR-11305,RRe
OGLEIII_OGLE-LMC-RRLYR-11307,3,OGLE-LMC-RRLYR-11307,RRab
OGLEIII_OGLE-LMC-RRLYR-11308,6,OGLE-LMC-RRLYR-11308,RRc
OGLEIII_OGLE-LMC-RRLYR-11309,4,OGLE-LMC-RRLYR-11309,RRab
OGLEIII_OGLE-LMC-RRLYR-11310,3,OGLE-LMC-RRLYR-11310,RRab
OGLEIII_OGLE-LMC-RRLYR-11311,6,OGLE-LMC-RRLYR-11311,RRc
OGLEIII_OGLE-LMC-RRLYR-11312,3,OGLE-LMC-RRLYR-11312,RRab
OGLEIII_OGLE-LMC-RRLYR-11313,6,OGLE-LMC-RRLYR-11313,RRe
OGLEIII_OGLE-LMC-RRLYR-11314,3,OGLE-LMC-RRLYR-11314,RRab
OGLEIII_OGLE-LMC-RRLYR-11315,3,OGLE-LMC-RRLYR-11315,RRab
OGLEIII_OGLE-LMC-RRLYR-11316,5,OGLE-LMC-RRLYR-11316,RRab
OGLEIII_OGLE-LMC-RRLYR-11317,1,OGLE-LMC-RRLYR-11317,RRab
OGLEIII_OGLE-LMC-RRLYR-11318,4,OGLE-LMC-RRLYR-11318,RRab
OGLEIII_OGLE-LMC-RRLYR-11319,1,OGLE-LMC-RRLYR-11319,RRab
OGLEIII_OGLE-LMC-RRLYR-11320,5,OGLE-LMC-RRLYR-11320,RRab
OGLEIII_OGLE-LMC-RRLYR-11321,2,OGLE-LMC-RRLYR-11321,RRab
OGLEIII_OGLE-LMC-RRLYR-11322,6,OGLE-LMC-RRLYR-11322,RRc
OGLEIII_OGLE-LMC-RRLYR-11323,4,OGLE-LMC-RRLYR-11323,RRab
OGLEIII_OGLE-LMC-RRLYR-11324,4,OGLE-LMC-RRLYR-11324,RRab
OGLEIII_OGLE-LMC-RRLYR-11325,4,OGLE-LMC-RRLYR-11325,RRab
OGLEIII_OGLE-LMC-RRLYR-11326,1,OGLE-LMC-RRLYR-11326,RRab
OGLEIII_OGLE-LMC-RRLYR-11327,2,OGLE-LMC-RRLYR-11327,RRc
OGLEIII_OGLE-LMC-RRLYR-11328,6,OGLE-LMC-RRLYR-11328,RRc
OGLEIII_OGLE-LMC-RRLYR-11329,5,OGLE-LMC-RRLYR-11329,RRab
OGLEIII_OGLE-LMC-RRLYR-11330,6,OGLE-LMC-RRLYR-11330,RRc
OGLEIII_OGLE-LMC-RRLYR-11331,1,OGLE-LMC-RRLYR-11331,RRab
OGLEIII_OGLE-LMC-RRLYR-11332,4,OGLE-LMC-RRLYR-11332,RRab
OGLEIII_OGLE-LMC-RRLYR-11333,4,OGLE-LMC-RRLYR-11333,RRab
OGLEIII_OGLE-LMC-RRLYR-11334,2,OGLE-LMC-RRLYR-11334,RRd
OGLEIII_OGLE-LMC-RRLYR-11335,6,OGLE-LMC-RRLYR-11335,RRe
OGLEIII_OGLE-LMC-RRLYR-11336,1,OGLE-LMC-RRLYR-11336,RRab
OGLEIII_OGLE-LMC-RRLYR-11337,4,OGLE-LMC-RRLYR-11337,RRab
OGLEIII_OGLE-LMC-RRLYR-11338,5,OGLE-LMC-RRLYR-11338,RRab
OGLEIII_OGLE-LMC-RRLYR-11339,1,OGLE-LMC-RRLYR-11339,RRab
OGLEIII_OGLE-LMC-RRLYR-11340,5,OGLE-LMC-RRLYR-11340,RRab
OGLEIII_OGLE-LMC-RRLYR-11341,2,OGLE-LMC-RRLYR-11341,RRc
OGLEIII_OGLE-LMC-RRLYR-11342,2,OGLE-LMC-RRLYR-11342,RRab
OGLEIII_OGLE-LMC-RRLYR-11343,5,OGLE-LMC-RRLYR-11343,RRab
OGLEIII_OGLE-LMC-RRLYR-11344,1,OGLE-LMC-RRLYR-11344,RRab
OGLEIII_OGLE-LMC-RRLYR-11345,4,OGLE-LMC-RRLYR-11345,RRab
OGLEIII_OGLE-LMC-RRLYR-11346,4,OGLE-LMC-RRLYR-11346,RRab
OGLEIII_OGLE-LMC-RRLYR-11347,1,OGLE-LMC-RRLYR-11347,RRab
OGLEIII_OGLE-LMC-RRLYR-11348,4,OGLE-LMC-RRLYR-11348,RRab
OGLEIII_OGLE-LMC-RRLYR-11349,3,OGLE-LMC-RRLYR-11349,RRab
OGLEIII_OGLE-LMC-RRLYR-11350,4,OGLE-LMC-RRLYR-11350,RRab
OGLEIII_OGLE-LMC-RRLYR-11351,4,OGLE-LMC-RRLYR-11351,RRab
OGLEIII_OGLE-LMC-RRLYR-11352,2,OGLE-LMC-RRLYR-11352,RRc
OGLEIII_OGLE-LMC-RRLYR-11354,1,OGLE-LMC-RRLYR-11354,RRab
OGLEIII_OGLE-LMC-RRLYR-11355,4,OGLE-LMC-RRLYR-11355,RRab
OGLEIII_OGLE-LMC-RRLYR-11356,3,OGLE-LMC-RRLYR-11356,RRab
OGLEIII_OGLE-LMC-RRLYR-11357,2,OGLE-LMC-RRLYR-11357,RRd
OGLEIII_OGLE-LMC-RRLYR-11358,5,OGLE-LMC-RRLYR-11358,RRab
OGLEIII_OGLE-LMC-RRLYR-11359,6,OGLE-LMC-RRLYR-11359,RRc
OGLEIII_OGLE-LMC-RRLYR-11360,6,OGLE-LMC-RRLYR-11360,RRc
OGLEIII_OGLE-LMC-RRLYR-11362,4,OGLE-LMC-RRLYR-11362,RRab
OGLEIII_OGLE-LMC-RRLYR-11363,4,OGLE-LMC-RRLYR-11363,RRab
OGLEIII_OGLE-LMC-RRLYR-11364,4,OGLE-LMC-RRLYR-11364,RRab
OGLEIII_OGLE-LMC-RRLYR-11365,6,OGLE-LMC-RRLYR-11365,RRc
OGLEIII_OGLE-LMC-RRLYR-11366,6,OGLE-LMC-RRLYR-11366,RRe
OGLEIII_OGLE-LMC-RRLYR-11367,1,OGLE-LMC-RRLYR-11367,RRab
OGLEIII_OGLE-LMC-RRLYR-11368,2,OGLE-LMC-RRLYR-11368,RRd
OGLEIII_OGLE-LMC-RRLYR-11369,4,OGLE-LMC-RRLYR-11369,RRab
OGLEIII_OGLE-LMC-RRLYR-11370,1,OGLE-LMC-RRLYR-11370,RRab
OGLEIII_OGLE-LMC-RRLYR-11371,2,OGLE-LMC-RRLYR-11371,RRab
OGLEIII_OGLE-LMC-RRLYR-11372,4,OGLE-LMC-RRLYR-11372,RRab
OGLEIII_OGLE-LMC-RRLYR-11373,3,OGLE-LMC-RRLYR-11373,RRab
OGLEIII_OGLE-LMC-RRLYR-11374,1,OGLE-LMC-RRLYR-11374,RRab
OGLEIII_OGLE-LMC-RRLYR-11375,4,OGLE-LMC-RRLYR-11375,RRab
OGLEIII_OGLE-LMC-RRLYR-11376,1,OGLE-LMC-RRLYR-11376,RRab
OGLEIII_OGLE-LMC-RRLYR-11377,1,OGLE-LMC-RRLYR-11377,RRab
OGLEIII_OGLE-LMC-RRLYR-11378,4,OGLE-LMC-RRLYR-11378,RRab
OGLEIII_OGLE-LMC-RRLYR-11379,1,OGLE-LMC-RRLYR-11379,RRab
OGLEIII_OGLE-LMC-RRLYR-11380,4,OGLE-LMC-RRLYR-11380,RRab
OGLEIII_OGLE-LMC-RRLYR-11381,1,OGLE-LMC-RRLYR-11381,RRab
OGLEIII_OGLE-LMC-RRLYR-11382,4,OGLE-LMC-RRLYR-11382,RRab
OGLEIII_OGLE-LMC-RRLYR-11383,4,OGLE-LMC-RRLYR-11383,RRab
OGLEIII_OGLE-LMC-RRLYR-11384,1,OGLE-LMC-RRLYR-11384,RRab
OGLEIII_OGLE-LMC-RRLYR-11385,5,OGLE-LMC-RRLYR-11385,RRab
OGLEIII_OGLE-LMC-RRLYR-11386,6,OGLE-LMC-RRLYR-11386,RRc
OGLEIII_OGLE-LMC-RRLYR-11387,5,OGLE-LMC-RRLYR-11387,RRab
